# hf_cache_manifest.tsv — the exact HuggingFace repos, revisions and files that
# make up s3://<shared>/hf-cache/hub/, the offline cache M5/M6/M9 read.
#
# GENERATED, NOT HAND-WRITTEN, and that distinction is load-bearing: this file was
# produced by listing a known-good seeded tree (us-west-2, 2026-09-26). A hand-typed
# list would have missed that nvidia/Cosmos-Predict2.5-2B is pinned at TWO different
# revisions — f176dc95 for tokenizer.pth and 15a82a2e for the post-trained EMA — because
# cosmos's checkpoint_db.py registers them separately. It would also have omitted the
# Qwen and google/siglip repos, which are transitive dependencies no NVIDIA doc lists.
#
# Revisions are PINNED SHAs, not 'main', because that is what checkpoint_db.py requests
# and an offline lookup of a different revision is a cache MISS. Four of these repos have
# no refs/main at all, so asking for 'main' fails even on a byte-perfect cache.
#
# Regenerate after the upstream pins move:
#   aws s3 ls s3://<shared>/hf-cache/hub/ --recursive | scripts/cache_hf_tree.sh --regenerate
#
# Format: <repo>\t<revision>\t<file>
# 164 files, 12 (repo, revision) pairs, 61.17 GiB of snapshot payload.

Qwen/Qwen3-VL-2B-Instruct	89644892e4d85e24eaac8bacfd4f463576704203	chat_template.json
Qwen/Qwen3-VL-2B-Instruct	89644892e4d85e24eaac8bacfd4f463576704203	merges.txt
Qwen/Qwen3-VL-2B-Instruct	89644892e4d85e24eaac8bacfd4f463576704203	preprocessor_config.json
Qwen/Qwen3-VL-2B-Instruct	89644892e4d85e24eaac8bacfd4f463576704203	tokenizer.json
Qwen/Qwen3-VL-2B-Instruct	89644892e4d85e24eaac8bacfd4f463576704203	tokenizer_config.json
Qwen/Qwen3-VL-2B-Instruct	89644892e4d85e24eaac8bacfd4f463576704203	video_preprocessor_config.json
Qwen/Qwen3-VL-2B-Instruct	89644892e4d85e24eaac8bacfd4f463576704203	vocab.json
Qwen/Qwen3-VL-8B-Instruct	0c351dd01ed87e9c1b53cbc748cba10e6187ff3b	chat_template.json
Qwen/Qwen3-VL-8B-Instruct	0c351dd01ed87e9c1b53cbc748cba10e6187ff3b	merges.txt
Qwen/Qwen3-VL-8B-Instruct	0c351dd01ed87e9c1b53cbc748cba10e6187ff3b	preprocessor_config.json
Qwen/Qwen3-VL-8B-Instruct	0c351dd01ed87e9c1b53cbc748cba10e6187ff3b	tokenizer.json
Qwen/Qwen3-VL-8B-Instruct	0c351dd01ed87e9c1b53cbc748cba10e6187ff3b	tokenizer_config.json
Qwen/Qwen3-VL-8B-Instruct	0c351dd01ed87e9c1b53cbc748cba10e6187ff3b	video_preprocessor_config.json
Qwen/Qwen3-VL-8B-Instruct	0c351dd01ed87e9c1b53cbc748cba10e6187ff3b	vocab.json
Qwen/Qwen3Guard-Gen-0.6B	fada3b2f655b89601929198343c94cd2f64d93cc	config.json
Qwen/Qwen3Guard-Gen-0.6B	fada3b2f655b89601929198343c94cd2f64d93cc	generation_config.json
Qwen/Qwen3Guard-Gen-0.6B	fada3b2f655b89601929198343c94cd2f64d93cc	merges.txt
Qwen/Qwen3Guard-Gen-0.6B	fada3b2f655b89601929198343c94cd2f64d93cc	model.safetensors
Qwen/Qwen3Guard-Gen-0.6B	fada3b2f655b89601929198343c94cd2f64d93cc	tokenizer.json
Qwen/Qwen3Guard-Gen-0.6B	fada3b2f655b89601929198343c94cd2f64d93cc	tokenizer_config.json
Qwen/Qwen3Guard-Gen-0.6B	fada3b2f655b89601929198343c94cd2f64d93cc	vocab.json
google/siglip-so400m-patch14-384	9fdffc58afc957d1a03a25b10dba0329ab15c2a3	config.json
google/siglip-so400m-patch14-384	9fdffc58afc957d1a03a25b10dba0329ab15c2a3	model.safetensors
google/siglip-so400m-patch14-384	9fdffc58afc957d1a03a25b10dba0329ab15c2a3	preprocessor_config.json
google/siglip-so400m-patch14-384	9fdffc58afc957d1a03a25b10dba0329ab15c2a3	special_tokens_map.json
google/siglip-so400m-patch14-384	9fdffc58afc957d1a03a25b10dba0329ab15c2a3	spiece.model
google/siglip-so400m-patch14-384	9fdffc58afc957d1a03a25b10dba0329ab15c2a3	tokenizer.json
google/siglip-so400m-patch14-384	9fdffc58afc957d1a03a25b10dba0329ab15c2a3	tokenizer_config.json
google/siglip2-so400m-patch16-naflex	cc24074f717b612951c2dead130904ab9b65a81e	config.json
google/siglip2-so400m-patch16-naflex	cc24074f717b612951c2dead130904ab9b65a81e	model.safetensors
google/siglip2-so400m-patch16-naflex	cc24074f717b612951c2dead130904ab9b65a81e	preprocessor_config.json
nvidia/Alpamayo-1.5-10B	bf580713f08656674827cd6e09888c79cf65fbf2	config.json
